,Title,Popularity,Drama,Comedy,Thriller,Action,Romance,Adventure,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,Music,War,Documentary,Western,Foreign,Quirky,Cerebral,Fast-Paced,Epic,Historical,Heartwarming,Creative,Independent,Tense,Realistic,Funny,New Release,Critically Acclaimed
3594,Spring Breakers,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
3595,Halloween: The Curse of Michael Myers,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0
3596,Y Tu Mamá También,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,Shaun of the Dead,49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,2.0,0.0,1.0
3598,The Haunting of Molly Hartley,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,Lone Star,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,Halloween 4: The Return of Michael Myers,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.0,1.0,1.0,0.0,0.0,-2.0,0.0,-1.0,3.0,1.0,-2.0,0.0,0.0
3601,April Fool's Day,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3602,Diner,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3603,Lone Wolf McQuade,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,0.0,3.0,-1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
3604,Apollo 18,17,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,2.0,-3.0,-1.0,1.0,0.0,3.0,-3.0,0.0,1.0,0.0
3605,Sunshine Cleaning,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
3606,No Escape,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,-2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.25,2.0,0.0
3607,The Beastmaster,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,Solomon and Sheba,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,Fifty Shades of Black,14,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3610,Not Easily Broken,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3611,A Farewell to Arms,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3612,The Perfect Match,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3613,Digimon: The Movie,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
3614,Saved!,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3615,The Barbarian Invasions,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
3616,Robin and Marian,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,The Forsaken,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
3618,Force 10 from Navarone,5,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
3619,UHF,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,Grandma's Boy,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3621,Slums of Beverly Hills,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3622,Once Upon a Time in the West,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0
3623,Made,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3624,Moon,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,0.0,2.0,-6.0,-2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
3625,Keeping Up with the Steins,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0
3626,Sea Rex 3D: Journey to a Prehistoric World,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3627,The Sweet Hereafter,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3628,Of Gods and Men,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3629,Bottle Shock,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3630,Jekyll and Hyde ... Together Again,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3631,Heavenly Creatures,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,3.0,1.0,-1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0
3632,90 Minutes in Heaven,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
3633,Everything Must Go,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.5,1.0,1.0
3634,Zero Effect,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.0,0.0,-1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0
3635,The Machinist,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3636,Light Sleeper,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0
3637,Kill the Messenger,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
3638,Rabbit Hole,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3639,Party Monster,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,-3.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0
3640,Green Room,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,-1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0
3641,The Oh in Ohio,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0
3642,Atlas Shrugged Part III: Who is John Galt?,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3643,Bottle Rocket,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.25,0.0,1.0
3644,Albino Alligator,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,3.0,-1.0,0.0,0.0,-1.0,0.0,4.0,1.0,0.0,0.0,0.0
3645,"Gandhi, My Father",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,-1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3646,Standard Operating Procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3647,Out of the Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3648,Tucker and Dale vs Evil,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3649,"Lovely, Still",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3650,Tycoon,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3651,Desert Blue,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0
3652,Decoys,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3653,The Visit,38,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,3.0,3.0,0.0,-1.0,2.0,1.0
3654,Redacted,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3655,Fascination,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,Area 51,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
3657,Sleep Tight,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3658,The Cottage,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3659,Dead Like Me: Life After Death,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
3660,Farce of the Penguins,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3661,Flying By,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,Rudderless,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3663,Henry & Me,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3664,Christmas Eve,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3665,We Have Your Husband,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3666,Dying of the Light,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,2.0,0.0
3667,Born Of War,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3668,Capricorn One,11,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
3669,Should've Been Romeo,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3670,Running Forever,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3671,Yoga Hosers,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.5,0.0,0.0,1.0,0.0,0.0,0.25,-1.0,0.0,-0.25,0.0,2.0,0.0
3672,Navy Seals vs. Zombies,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,0.0,-2.0,0.0,0.0,3.0,-1.0,-1.0,2.0,0.0
3673,I Served the King of England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3674,Soul Kitchen,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3675,Sling Blade,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3676,The Awakening,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2.0,0.0,-1.0,0.0,1.0,0.0,0.0,2.0,2.0,-2.0,1.0,0.0
3677,Hostel,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0
3678,A Cock and Bull Story,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3679,Take Shelter,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3680,Lady in White,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
3681,Driving Lessons,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3682,Let's Kill Ward's Wife,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3683,The Texas Chainsaw Massacre 2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3684,Pat Garrett & Billy the Kid,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3685,Only God Forgives,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3686,Camping Sauvage,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687,Without Men,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3688,Dear Frankie,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,-1.0,0.0,0.0,1.0
3689,All Hat,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,The Names of Love,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3691,Treading Water,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3692,Savage Grace,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,-1.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3693,Out of the Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0
3694,Police Academy,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3695,The Blue Lagoon,22,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3696,Four Weddings and a Funeral,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,-2.0,-1.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3697,Fast Times at Ridgemont High,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,-2.0,-2.0,0.0,5.0,1.0,0.0,0.0,-0.25,1.0,0.0,0.0
3698,Moby Dick,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
3699,25th Hour,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,3.5,1.0,0.0,0.5
3700,Bound,15,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,-2.0,0.0,-1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
3701,Requiem for a Dream,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3702,State Fair,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3703,Tango,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,-1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3704,Salvador,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0
3705,Moms' Night Out,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3706,Donnie Darko,61,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3707,Saving Private Perez,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3708,Character,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3709,Spun,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3710,Life During Wartime,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3711,Sympathy for Lady Vengeance,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0
3712,Mozart's Sister,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3713,Mean Machine,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,-2.0,4.0,0.0,0.0,0.0
3714,Exiled,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3715,Blackthorn,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3716,Lilya 4-ever,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,1.0,0.0,-2.0,0.0,0.0,2.0,1.0,-2.0,0.0,1.0
3717,After.Life,14,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,0.0
3718,Fugly,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3719,One Flew Over the Cuckoo's Nest,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0
3720,R.L. Stine's Monsterville: The Cabinet of Souls,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3721,Silent Movie,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3722,Airlift,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3723,Anne of Green Gables,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3724,Falcon Rising,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3725,The Sweeney,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3726,Sexy Beast,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0
3727,Easy Money,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3728,Whale Rider,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3729,Paa,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3730,Cargo,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
